snno,District,Market,Crop,Variety,Grade,Min_Price,Max_Price,Model_Price,Date,name,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
156,Pune,Pune,Onion,Local,FAQ,1200,3100,2150.0,2024-07-14,"Pune, MH, India",79.4,71.7,74.4,79.4,71.7,74.4,72.8,94.9,1.142,100,12.5,rain,0,0,30.4,11.2,262.5,1003.0,98.3,1.8,28.4,2.4,1,10,2024-07-14T06:06:15,2024-07-14T19:14:46,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43063099999,43111099999,remote,43060099999"
130,Pune,Pune,Onion,Local,FAQ,1000,3000,2000.0,2024-07-15,"Pune, MH, India",85.3,72.8,76.3,92.8,72.8,77.1,73.0,90.1,0.008,100,4.17,rain,0,0,21.5,9.6,265.2,1002.1,94.2,3.0,78.3,6.8,4,10,2024-07-15T06:06:36,2024-07-15T19:14:37,0.3,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
162,Pune,Pune,Onion,Local,FAQ,1300,3100,2200.0,2024-07-16,"Pune, MH, India",83.0,72.6,76.1,89.2,72.6,76.8,72.3,88.3,0.281,100,62.5,rain,0,0,28.9,11.0,250.9,1002.1,95.5,6.1,88.4,7.7,3,10,2024-07-16T06:06:57,2024-07-16T19:14:26,0.33,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43063099999,43111099999,remote,43060099999"
157,Pune,Pune,Onion,Local,FAQ,1200,3100,2150.0,2024-07-17,"Pune, MH, India",82.5,72.8,75.9,88.2,72.8,76.1,73.1,91.3,0.197,100,8.33,rain,0,0,27.7,11.6,243.5,1003.4,94.6,2.9,96.8,8.2,4,10,2024-07-17T06:07:19,2024-07-17T19:14:15,0.37,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43063099999,43111099999,remote,43067099999,43060099999"
147,Pune,Pune,Onion,Local,FAQ,1200,3000,2100.0,2024-07-18,"Pune, MH, India",79.0,72.9,75.2,79.0,72.9,75.2,72.0,89.9,0.024,100,4.17,rain,0,0,28.4,11.0,252.7,1004.1,95.1,2.2,66.3,5.8,4,10,2024-07-18T06:07:40,2024-07-18T19:14:03,0.4,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
163,Pune,Pune,Onion,Local,FAQ,1300,3100,2200.0,2024-07-19,"Pune, MH, India",79.4,73.1,75.2,79.4,73.1,75.2,72.3,91.0,0.02,100,4.17,rain,0,0,38.5,17.9,252.9,1002.4,96.2,3.3,84.5,7.1,3,10,2024-07-19T06:08:01,2024-07-19T19:13:50,0.43,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"43063099999,43111099999,remote,43060099999"
,,,,,,,,,2024-07-20,"Pune, MH, India",78.5,72.6,74.4,78.5,72.6,74.4,72.3,93.5,0.039,100,4.17,rain,0,0,31.1,13.9,247.4,1003.2,96.6,3.2,42.8,3.7,2,10,2024-07-20T06:08:22,2024-07-20T19:13:35,0.46,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
148,Pune,Pune,Onion,Local,FAQ,1200,3000,2100.0,2024-07-21,"Pune, MH, India",80.8,72.6,75.3,85.9,72.6,75.7,72.6,91.8,0.016,100,4.17,rain,0,0,32.9,13.6,249.9,1003.3,96.2,2.5,61.3,5.4,3,10,2024-07-21T06:08:43,2024-07-21T19:13:20,0.5,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"43063099999,43111099999,remote,43060099999"
149,Pune,Pune,Onion,Local,FAQ,1200,3000,2100.0,2024-07-22,"Pune, MH, India",77.1,72.8,74.0,77.1,72.8,74.0,72.3,94.2,0.377,100,12.5,rain,0,0,38.0,16.3,250.8,1005.1,97.5,3.4,51.5,4.4,3,10,2024-07-22T06:09:03,2024-07-22T19:13:03,0.53,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43063099999,43111099999,remote,43060099999"
150,Pune,Pune,Onion,Local,FAQ,1200,3000,2100.0,2024-07-23,"Pune, MH, India",79.4,72.6,74.0,79.4,72.6,74.0,72.3,94.4,0.983,100,20.83,rain,0,0,41.8,15.2,253.5,1005.9,97.9,2.3,42.5,3.5,2,10,2024-07-23T06:09:24,2024-07-23T19:12:46,0.57,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43063099999,43111099999,remote,43060099999"
169,Pune,Pune,Onion,Local,FAQ,1400,3000,2200.0,2024-07-24,"Pune, MH, India",77.1,72.4,73.6,77.1,72.4,73.6,72.3,95.5,2.008,100,25.0,rain,0,0,42.1,17.4,253.1,1003.6,99.6,3.3,47.5,4.1,1,10,2024-07-24T06:09:45,2024-07-24T19:12:27,0.6,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43063099999,43111099999,remote,43060099999"
151,Pune,Pune,Onion,Local,FAQ,1200,3000,2100.0,2024-07-25,"Pune, MH, India",73.7,70.6,72.3,73.7,70.6,72.3,71.4,96.9,5.315,100,29.17,rain,0,0,41.8,18.3,259.0,1002.8,100.0,3.0,40.9,3.5,2,10,2024-07-25T06:10:05,2024-07-25T19:12:08,0.64,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43063099999,43111099999,remote,43060099999"
152,Pune,Pune,Onion,Local,FAQ,1200,3000,2100.0,2024-07-26,"Pune, MH, India",80.8,70.4,74.5,85.6,70.4,74.7,72.3,93.1,0.039,100,4.17,rain,0,0,36.2,15.7,258.5,1003.6,97.2,8.4,54.8,4.7,2,10,2024-07-26T06:10:26,2024-07-26T19:11:47,0.67,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
,,,,,,,,,2024-07-27,"Pune, MH, India",77.6,73.7,75.1,77.6,73.7,75.1,72.9,92.9,0.008,100,4.17,rain,0,0,39.1,16.6,260.0,1004.4,97.1,6.8,85.6,7.5,3,10,2024-07-27T06:10:46,2024-07-27T19:11:25,0.71,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"43063099999,43111099999,remote,43060099999"
153,Pune,Pune,Onion,Local,FAQ,1200,3000,2100.0,2024-07-28,"Pune, MH, India",77.6,72.8,74.6,77.6,72.8,74.6,73.0,94.8,0.385,100,12.5,rain,0,0,29.5,13.2,258.4,1002.3,97.9,3.2,53.4,4.5,2,10,2024-07-28T06:11:06,2024-07-28T19:11:03,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"43063099999,43111099999,remote,43060099999"
170,Pune,Pune,Onion,Local,FAQ,1400,3000,2200.0,2024-07-29,"Pune, MH, India",79.4,72.8,75.1,79.4,72.8,75.1,73.1,93.4,0.157,100,4.17,rain,0,0,33.8,14.3,252.4,1001.2,98.1,4.3,59.0,5.1,3,10,2024-07-29T06:11:25,2024-07-29T19:10:39,0.78,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
154,Pune,Pune,Onion,Local,FAQ,1200,3000,2100.0,2024-07-30,"Pune, MH, India",78.7,73.3,75.6,78.7,73.3,75.6,73.6,93.6,0.394,100,16.67,rain,0,0,30.2,12.8,246.9,1004.5,92.5,3.1,104.9,9.1,6,10,2024-07-30T06:11:45,2024-07-30T19:10:14,0.81,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43063099999,43111099999,remote,43060099999"
171,Pune,Pune,Onion,Local,FAQ,1400,3000,2200.0,2024-07-31,"Pune, MH, India",79.9,72.9,75.4,79.9,72.9,75.4,73.3,93.2,0.905,100,12.5,rain,0,0,25.3,11.2,252.6,1006.7,95.9,2.2,53.0,4.6,2,10,2024-07-31T06:12:04,2024-07-31T19:09:48,0.85,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"43063099999,43111099999,remote,43060099999"
146,Pune,Pune,Onion,Local,FAQ,1200,3000,2100.0,2024-08-01,"Pune, MH, India",81.2,72.8,75.5,86.2,72.8,75.7,73.0,92.2,0.079,100,4.17,rain,0,0,31.3,13.6,253.4,1006.5,97.6,3.3,137.1,11.8,6,10,2024-08-01T06:12:23,2024-08-01T19:09:22,0.89,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"43063099999,43111099999,remote,43060099999"
165,Pune,Pune,Onion,Local,FAQ,1400,3000,2200.0,2024-08-02,"Pune, MH, India",77.4,72.6,74.5,77.4,72.6,74.5,72.5,93.7,0.865,100,20.83,rain,0,0,37.8,14.8,253.3,1006.1,97.7,3.4,142.3,12.3,6,10,2024-08-02T06:12:42,2024-08-02T19:08:54,0.92,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43063099999,43111099999,remote,43060099999"
,,,,,,,,,2024-08-03,"Pune, MH, India",77.1,71.7,74.1,77.1,71.7,74.1,72.1,93.8,0.59,100,16.67,rain,0,0,39.1,15.7,251.0,1006.4,97.8,2.0,99.4,8.6,4,10,2024-08-03T06:13:01,2024-08-03T19:08:26,0.96,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43063099999,43111099999,remote,43060099999"
166,Pune,Pune,Onion,Local,FAQ,1400,3000,2200.0,2024-08-04,"Pune, MH, India",75.8,72.6,73.9,75.8,72.6,73.9,72.1,94.3,1.613,100,12.5,rain,0,0,31.8,11.9,251.7,1007.2,98.8,2.0,54.3,4.8,2,10,2024-08-04T06:13:19,2024-08-04T19:07:56,0.0,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"43063099999,43111099999,remote,43060099999"
167,Pune,Pune,Onion,Local,FAQ,1400,3000,2200.0,2024-08-05,"Pune, MH, India",78.9,72.8,75.1,78.9,72.8,75.1,72.1,90.3,0.197,100,8.33,rain,0,0,30.4,13.9,250.9,1007.8,94.5,4.6,135.2,11.7,4,10,2024-08-05T06:13:37,2024-08-05T19:07:26,0.03,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43063099999,43111099999,remote,43060099999"
,,,,,,,,,2024-08-06,"Pune, MH, India",79.9,72.2,75.2,79.9,72.2,75.2,72.2,90.6,0.116,100,54.17,rain,0,0,28.0,12.5,255.7,1007.8,91.6,5.7,152.7,13.1,5,10,2024-08-06T06:13:55,2024-08-06T19:06:54,0.06,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43063099999,43111099999,remote,43067099999,43060099999"
168,Pune,Pune,Onion,Local,FAQ,1400,3000,2200.0,2024-08-07,"Pune, MH, India",80.7,72.2,74.8,84.9,72.2,74.9,71.7,90.5,0.012,100,4.17,rain,0,0,28.2,12.3,260.1,1007.9,97.2,6.2,123.5,10.4,6,10,2024-08-07T06:14:13,2024-08-07T19:06:22,0.09,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"43063099999,43111099999,remote,43067099999,43060099999"
175,Pune,Pune,Onion,Local,FAQ,1500,3100,2300.0,2024-08-08,"Pune, MH, India",82.1,72.2,75.6,87.9,72.2,76.0,72.1,89.1,0.118,100,4.17,rain,0,0,23.3,9.8,262.6,1008.7,94.8,10.5,120.2,10.4,5,10,2024-08-08T06:14:30,2024-08-08T19:05:49,0.12,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
185,Pune,Pune,Onion,Local,FAQ,1600,3200,2400.0,2024-08-09,"Pune, MH, India",79.4,72.2,74.9,79.4,72.2,74.9,72.0,90.9,0.031,100,4.17,rain,0,0,23.7,8.9,256.6,1009.8,96.1,8.9,99.4,8.5,4,10,2024-08-09T06:14:47,2024-08-09T19:05:15,0.16,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
,,,,,,,,,2024-08-10,"Pune, MH, India",80.3,72.1,75.4,84.5,72.1,75.6,71.8,88.8,0.012,100,4.17,rain,0,0,23.0,9.6,259.4,1009.8,86.8,10.4,146.8,12.7,5,10,2024-08-10T06:15:03,2024-08-10T19:04:40,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
194,Pune,Pune,Onion,Local,FAQ,1800,3500,2650.0,2024-08-11,"Pune, MH, India",82.5,71.9,75.6,87.6,71.9,75.8,71.8,88.4,0.079,100,4.17,rain,0,0,25.3,11.2,263.1,1008.2,91.9,9.9,146.5,12.7,5,10,2024-08-11T06:15:20,2024-08-11T19:04:04,0.22,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
195,Pune,Pune,Onion,Local,FAQ,1800,3500,2650.0,2024-08-12,"Pune, MH, India",81.6,71.7,75.9,87.9,71.7,76.5,72.4,89.3,0.056,100,37.5,rain,0,0,23.0,9.4,257.5,1008.4,89.2,14.0,151.1,13.1,6,10,2024-08-12T06:15:36,2024-08-12T19:03:27,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,remote
196,Pune,Pune,Onion,Local,FAQ,1800,3500,2650.0,2024-08-13,"Pune, MH, India",87.9,71.3,78.0,94.0,71.3,79.9,71.7,82.3,0.028,100,4.17,rain,0,0,17.7,7.2,266.7,1008.2,83.6,11.4,177.4,15.2,6,10,2024-08-13T06:15:52,2024-08-13T19:02:50,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43063099999,43111099999,remote,43060099999"
202,Pune,Pune,Onion,Local,FAQ,2000,3600,2800.0,2024-08-14,"Pune, MH, India",87.1,71.9,78.1,94.4,71.9,80.1,72.0,82.5,0.02,100,16.67,rain,0,0,18.1,7.2,280.5,1008.0,84.8,10.2,193.6,16.7,7,30,2024-08-14T06:16:07,2024-08-14T19:02:12,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
,,,,,,,,,2024-08-15,"Pune, MH, India",86.2,72.1,78.1,92.0,72.1,80.1,72.1,82.7,0.004,100,4.17,rain,0,0,17.0,7.8,277.2,1007.1,85.4,11.3,194.6,16.8,8,30,2024-08-15T06:16:22,2024-08-15T19:01:33,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
,,,,,,,,,2024-08-16,"Pune, MH, India",88.0,71.9,78.5,94.3,71.9,80.6,72.0,81.6,0.024,100,16.67,rain,0,0,21.3,9.6,273.1,1006.0,88.6,11.5,198.7,17.0,6,10,2024-08-16T06:16:37,2024-08-16T19:00:53,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
,,,,,,,,,2024-08-17,"Pune, MH, India",88.4,72.2,78.2,95.5,72.2,80.1,72.8,84.4,1.339,100,8.33,rain,0,0,11.2,4.3,288.5,1007.1,90.5,11.0,136.7,11.7,8,30,2024-08-17T06:16:52,2024-08-17T19:00:13,0.42,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
200,Pune,Pune,Onion,Local,FAQ,2000,3500,2750.0,2024-08-18,"Pune, MH, India",90.7,74.0,78.6,101.0,74.0,81.0,74.2,87.4,1.457,100,4.17,rain,0,0,10.7,5.8,350.3,1007.8,97.9,9.7,141.6,12.2,5,30,2024-08-18T06:17:06,2024-08-18T18:59:32,0.45,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
,,,,,,,,,2024-08-19,"Pune, MH, India",89.3,73.5,77.2,99.1,73.5,78.7,74.1,90.8,0.472,100,8.33,rain,0,0,15.4,6.3,341.1,1007.2,94.9,9.7,121.7,10.6,5,30,2024-08-19T06:17:20,2024-08-19T18:58:50,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43063099999,43111099999,remote,43060099999"
201,Pune,Pune,Onion,Local,FAQ,2000,3500,2750.0,2024-08-20,"Pune, MH, India",83.5,72.8,76.6,90.0,72.8,77.5,73.3,90.2,0.254,100,66.67,rain,0,0,15.0,5.1,295.8,1006.8,89.8,10.7,125.1,10.7,5,10,2024-08-20T06:17:34,2024-08-20T18:58:07,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43063099999,43111099999,remote,43060099999"
203,Pune,Pune,Onion,Local,FAQ,2000,3800,2900.0,2024-08-21,"Pune, MH, India",87.1,72.2,77.7,96.2,72.2,79.4,73.9,88.9,0.103,100,8.33,rain,0,0,12.1,4.7,55.5,1006.9,90.0,10.1,177.6,15.4,6,30,2024-08-21T06:17:48,2024-08-21T18:57:24,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43063099999,43111099999,remote,43060099999"
264,Pune,Pune,Onion,Local,FAQ,2800,4200,3500.0,2024-08-22,"Pune, MH, India",90.2,74.0,78.4,101.4,74.0,80.5,74.9,89.6,0.236,100,4.17,rain,0,0,13.4,4.7,239.8,1006.3,91.3,9.1,164.8,14.0,7,30,2024-08-22T06:18:01,2024-08-22T18:56:40,0.59,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
265,Pune,Pune,Onion,Local,FAQ,2800,4200,3500.0,2024-08-23,"Pune, MH, India",84.3,74.2,77.2,91.5,74.2,77.9,74.1,90.6,0.158,100,8.33,rain,0,0,25.3,11.0,216.8,1007.1,96.2,10.7,105.2,9.2,5,30,2024-08-23T06:18:14,2024-08-23T18:55:56,0.62,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43063099999,43111099999,remote,43060099999"
,,,,,,,,,2024-08-24,"Pune, MH, India",77.1,71.1,73.5,77.1,71.1,73.5,72.5,96.8,1.103,100,20.83,rain,0,0,30.2,15.7,243.6,1007.9,99.1,5.4,41.4,3.6,3,10,2024-08-24T06:18:27,2024-08-24T18:55:11,0.66,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43063099999,43111099999,remote,43067099999,43060099999"
237,Pune,Pune,Onion,Local,FAQ,2400,4000,3200.0,2024-08-25,"Pune, MH, India",76.7,70.8,72.8,76.7,70.8,72.8,71.4,95.3,0.867,100,20.83,rain,0,0,31.5,13.2,256.5,1006.8,99.6,4.0,41.3,3.5,2,10,2024-08-25T06:18:39,2024-08-25T18:54:25,0.69,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43063099999,43111099999,remote,43060099999"
241,Pune,Pune,Onion,Local,FAQ,2500,4000,3250.0,2024-08-26,"Pune, MH, India",80.7,71.7,73.6,84.8,71.7,73.8,71.4,93.2,0.158,100,8.33,rain,0,0,34.7,14.8,248.2,1005.7,96.6,6.5,102.1,8.9,4,10,2024-08-26T06:18:52,2024-08-26T18:53:39,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"43063099999,43111099999,remote,43060099999"
242,Pune,Pune,Onion,Local,FAQ,2500,4100,3300.0,2024-08-27,"Pune, MH, India",77.8,71.1,73.7,77.8,71.1,73.7,71.5,92.9,0.63,100,16.67,rain,0,0,36.2,14.5,239.9,1006.6,97.2,10.6,138.8,12.1,5,10,2024-08-27T06:19:04,2024-08-27T18:52:53,0.76,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43063099999,43111099999,remote,43060099999"
238,Pune,Pune,Onion,Local,FAQ,2400,4000,3200.0,2024-08-28,"Pune, MH, India",82.6,71.0,75.0,87.6,71.0,75.4,71.3,88.8,0.039,100,4.17,rain,0,0,39.1,16.3,240.4,1007.4,84.5,4.3,186.4,16.1,7,10,2024-08-28T06:19:15,2024-08-28T18:52:05,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
243,Pune,Pune,Onion,Local,FAQ,2500,4100,3300.0,2024-08-29,"Pune, MH, India",84.2,72.4,76.0,88.7,72.4,76.6,72.0,87.7,0.039,100,4.17,rain,0,0,30.9,13.6,242.0,1006.8,78.9,7.0,192.6,16.7,7,10,2024-08-29T06:19:27,2024-08-29T18:51:18,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
261,Pune,Pune,Onion,Local,FAQ,2600,4000,3300.0,2024-08-30,"Pune, MH, India",81.2,72.2,76.1,86.0,72.2,76.8,72.3,88.5,0.197,100,4.17,rain,0,0,25.1,10.3,244.0,1007.7,82.9,8.5,171.9,15.0,6,10,2024-08-30T06:19:38,2024-08-30T18:50:30,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
,,,,,,,,,2024-08-31,"Pune, MH, India",83.9,71.7,76.4,88.8,71.7,77.3,71.9,86.5,0.035,100,4.17,rain,0,0,21.3,8.7,268.0,1008.5,91.8,9.9,144.0,12.4,6,10,2024-08-31T06:19:50,2024-08-31T18:49:41,0.9,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
262,Pune,Pune,Onion,Local,FAQ,2800,4000,3400.0,2024-09-01,"Pune, MH, India",82.1,72.8,75.3,87.1,72.8,75.5,71.7,88.7,0.123,100,50.0,rain,0,0,22.8,10.3,276.6,1008.1,97.5,11.1,72.3,6.2,2,10,2024-09-01T06:20:01,2024-09-01T18:48:52,0.94,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43063099999,43111099999,remote,43060099999"
263,Pune,Pune,Onion,Local,FAQ,2800,4200,3500.0,2024-09-02,"Pune, MH, India",78.9,71.5,74.1,78.9,71.5,74.1,72.4,94.5,0.043,100,8.33,rain,0,0,20.6,9.2,272.3,1006.8,99.6,4.7,24.7,2.2,1,10,2024-09-02T06:20:11,2024-09-02T18:48:03,0.97,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"43063099999,43111099999,remote,43060099999"
277,Pune,Pune,Onion,Local,FAQ,3200,4600,3900.0,2024-09-03,"Pune, MH, India",81.2,71.7,75.5,85.9,71.7,75.8,72.4,90.5,0.299,100,62.5,rain,0,0,22.4,8.9,260.4,1007.4,97.1,5.2,58.6,5.0,2,10,2024-09-03T06:20:22,2024-09-03T18:47:13,0.0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43063099999,43111099999,remote,43060099999"
279,Pune,Pune,Onion,Local,FAQ,3300,4500,3900.0,2024-09-04,"Pune, MH, India",84.2,72.4,75.7,89.5,72.4,76.1,72.2,89.5,0.004,100,4.17,rain,0,0,26.6,11.2,259.2,1008.6,95.6,4.6,95.6,8.3,4,10,2024-09-04T06:20:33,2024-09-04T18:46:23,0.04,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
270,Pune,Pune,Onion,Local,FAQ,3000,4400,3700.0,2024-09-05,"Pune, MH, India",83.0,71.9,75.2,88.7,71.9,75.6,72.3,91.1,0.39,100,12.5,rain,0,0,26.2,10.5,256.9,1007.4,92.3,4.1,151.2,12.9,6,10,2024-09-05T06:20:43,2024-09-05T18:45:32,0.07,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43063099999,43111099999,remote,43060099999"
275,Pune,Pune,Onion,Local,FAQ,3200,4500,3850.0,2024-09-06,"Pune, MH, India",82.1,72.2,75.3,86.4,72.2,75.6,71.9,89.5,0.008,100,4.17,rain,0,0,25.9,12.3,262.4,1008.1,84.4,7.3,172.3,14.9,6,10,2024-09-06T06:20:53,2024-09-06T18:44:42,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
,,,,,,,,,2024-09-07,"Pune, MH, India",81.7,71.9,75.7,85.8,71.9,76.0,71.5,87.3,0.008,100,4.17,rain,0,0,24.6,11.2,262.1,1008.8,78.6,10.2,159.7,13.7,6,10,2024-09-07T06:21:03,2024-09-07T18:43:51,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
271,Pune,Pune,Onion,Local,FAQ,3000,4500,3750.0,2024-09-08,"Pune, MH, India",83.0,71.5,76.1,87.1,71.5,76.8,71.7,87.0,0.012,100,4.17,rain,0,0,23.0,9.6,257.9,1008.8,80.1,9.6,187.4,16.3,7,10,2024-09-08T06:21:13,2024-09-08T18:42:59,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
276,Pune,Pune,Onion,Local,FAQ,3200,4500,3850.0,2024-09-09,"Pune, MH, India",84.8,71.9,75.6,92.0,71.9,76.3,71.9,88.9,0.016,100,4.17,rain,0,0,19.7,7.8,258.4,1006.7,91.4,10.3,151.6,13.0,6,10,2024-09-09T06:21:23,2024-09-09T18:42:08,0.21,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
269,Pune,Pune,Onion,Local,FAQ,3000,4400,3600.0,2024-09-10,"Pune, MH, India",82.6,71.5,75.1,87.3,71.5,75.7,71.8,89.7,0.008,100,4.17,rain,0,0,22.4,9.4,250.3,1005.8,84.8,10.0,155.5,13.5,5,10,2024-09-10T06:21:33,2024-09-10T18:41:16,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43063099999,43111099999,remote,43060099999"
267,Pune,Pune,Onion,Local,FAQ,3000,4300,3650.0,2024-09-11,"Pune, MH, India",83.9,70.6,74.9,88.8,70.6,75.1,71.1,88.6,0.004,100,4.17,rain,0,0,23.7,10.7,245.7,1006.8,96.2,10.5,171.2,14.8,7,10,2024-09-11T06:21:43,2024-09-11T18:40:24,0.25,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
266,Pune,Pune,Onion,Local,FAQ,2900,4300,3600.0,2024-09-12,"Pune, MH, India",82.1,70.2,75.1,85.7,70.2,75.5,69.4,83.5,0.008,100,4.17,rain,0,0,28.9,12.5,250.4,1008.7,88.0,10.1,207.1,17.8,7,10,2024-09-12T06:21:53,2024-09-12T18:39:32,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43063099999,43111099999,remote,43060099999"
268,Pune,Pune,Onion,Local,FAQ,3000,4300,3650.0,2024-09-13,"Pune, MH, India",83.5,68.1,74.8,87.7,68.1,75.3,69.2,83.6,0.048,100,41.67,rain,0,0,26.2,11.9,251.2,1009.5,91.9,12.9,202.1,17.4,7,10,2024-09-13T06:22:02,2024-09-13T18:38:40,0.34,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43063099999,43111099999,remote,43060099999"
,,,,,,,,,2024-09-14,"Pune, MH, India",82.6,68.1,74.4,85.4,68.1,74.7,68.6,83.4,0.004,100,4.17,rain,0,0,26.6,12.1,251.7,1008.8,60.5,11.5,193.8,16.8,7,10,2024-09-14T06:22:12,2024-09-14T18:37:48,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43063099999,43111099999,remote,43060099999"
